,subject,list,item,input,output,study,recall,repeat,intrusion,prior_list,prior_input,word,corr_rule_numeric,rel_subj_boundary,block,run,points,subid,recalled
21,5617da425c62cf00118231b8,1,duck,35.0,,True,False,0,False,,,duck,2.0,-3.0,5.0,1.0,1.0,5617da425c62cf00118231b8,False
22,5617da425c62cf00118231b8,1,ferry,47.0,1.0,True,True,0,False,,,ferry,3.0,2.0,7.0,1.0,1.0,5617da425c62cf00118231b8,True
23,5617da425c62cf00118231b8,1,floss,37.0,,True,False,0,False,,,floss,2.0,-1.0,5.0,1.0,1.0,5617da425c62cf00118231b8,False
24,5617da425c62cf00118231b8,1,girl,51.0,4.0,True,True,0,False,,,girl,1.0,0.0,8.0,1.0,0.0,5617da425c62cf00118231b8,True
25,5617da425c62cf00118231b8,1,glacier,49.0,,True,False,0,False,,,glacier,3.0,-2.0,7.0,1.0,0.0,5617da425c62cf00118231b8,False
26,5617da425c62cf00118231b8,1,glass,26.0,,True,False,0,False,,,glass,0.0,3.0,4.0,1.0,1.0,5617da425c62cf00118231b8,False
27,5617da425c62cf00118231b8,1,goat,5.0,,True,False,0,False,,,goat,2.0,-2.0,1.0,1.0,1.0,5617da425c62cf00118231b8,False
28,5617da425c62cf00118231b8,1,goggle,23.0,,True,False,0,False,,,goggle,0.0,0.0,4.0,1.0,0.0,5617da425c62cf00118231b8,False
29,5617da425c62cf00118231b8,1,goose,21.0,,True,False,0,False,,,goose,1.0,-2.0,3.0,1.0,0.0,5617da425c62cf00118231b8,False
30,5617da425c62cf00118231b8,1,hammer,20.0,,True,False,0,False,,,hammer,1.0,-3.0,3.0,1.0,1.0,5617da425c62cf00118231b8,False
31,5617da425c62cf00118231b8,1,hyena,38.0,2.0,True,True,0,False,,,hyena,0.0,0.0,6.0,1.0,0.0,5617da425c62cf00118231b8,True
32,5617da425c62cf00118231b8,1,jail,14.0,,True,False,0,False,,,jail,3.0,-2.0,2.0,1.0,1.0,5617da425c62cf00118231b8,False
33,5617da425c62cf00118231b8,1,ladder,52.0,,True,False,0,False,,,ladder,1.0,1.0,8.0,1.0,1.0,5617da425c62cf00118231b8,False
34,5617da425c62cf00118231b8,1,land,2.0,,True,False,0,False,,,land,2.0,-5.0,1.0,1.0,1.0,5617da425c62cf00118231b8,False
35,5617da425c62cf00118231b8,1,lip,17.0,,True,False,0,False,,,lip,1.0,1.0,3.0,1.0,0.0,5617da425c62cf00118231b8,False
36,5617da425c62cf00118231b8,1,lock,34.0,,True,False,0,False,,,lock,2.0,4.0,5.0,1.0,0.0,5617da425c62cf00118231b8,False
37,5617da425c62cf00118231b8,1,mouse,,3.0,False,True,0,True,,,mouse,2.0,-2.0,29.0,4.0,1.0,5617da425c62cf00118231b8,False
38,5617da425c62cf00118231b8,1,mouse,,6.0,False,True,1,True,,,mouse,2.0,-2.0,29.0,4.0,1.0,5617da425c62cf00118231b8,False
39,5617da425c62cf00118231b8,1,notebook,16.0,,True,False,0,False,,,notebook,1.0,0.0,3.0,1.0,0.0,5617da425c62cf00118231b8,False
40,5617da425c62cf00118231b8,1,ocean,29.0,,True,False,0,False,,,ocean,0.0,-1.0,4.0,1.0,1.0,5617da425c62cf00118231b8,False
41,5617da425c62cf00118231b8,1,orca,25.0,,True,False,0,False,,,orca,0.0,2.0,4.0,1.0,1.0,5617da425c62cf00118231b8,False
42,5617da425c62cf00118231b8,1,pear,7.0,,True,False,0,False,,,pear,2.0,0.0,1.0,1.0,0.0,5617da425c62cf00118231b8,False
43,5617da425c62cf00118231b8,1,pebble,55.0,8.0,True,True,0,False,,,pebble,1.0,4.0,8.0,1.0,1.0,5617da425c62cf00118231b8,True
44,5617da425c62cf00118231b8,1,pen,10.0,,True,False,0,False,,,pen,3.0,1.0,2.0,1.0,0.0,5617da425c62cf00118231b8,False
45,5617da425c62cf00118231b8,1,sandal,11.0,,True,False,0,False,,,sandal,3.0,2.0,2.0,1.0,1.0,5617da425c62cf00118231b8,False
46,5617da425c62cf00118231b8,1,sea,13.0,,True,False,0,False,,,sea,3.0,-3.0,2.0,1.0,0.0,5617da425c62cf00118231b8,False
47,5617da425c62cf00118231b8,1,seahorse,40.0,,True,False,0,False,,,seahorse,0.0,2.0,6.0,1.0,0.0,5617da425c62cf00118231b8,False
48,5617da425c62cf00118231b8,1,seed,1.0,,True,False,0,False,,,seed,2.0,-6.0,1.0,1.0,1.0,5617da425c62cf00118231b8,False
49,5617da425c62cf00118231b8,1,skunk,36.0,,True,False,0,False,,,skunk,2.0,-2.0,5.0,1.0,1.0,5617da425c62cf00118231b8,False
50,5617da425c62cf00118231b8,1,tablet,30.0,11.0,True,True,0,False,,,tablet,2.0,0.0,5.0,1.0,0.0,5617da425c62cf00118231b8,True
51,5617da425c62cf00118231b8,1,tie,24.0,,True,False,0,False,,,tie,0.0,1.0,4.0,1.0,1.0,5617da425c62cf00118231b8,False
52,5617da425c62cf00118231b8,1,toe,33.0,,True,False,0,False,,,toe,2.0,3.0,5.0,1.0,0.0,5617da425c62cf00118231b8,False
53,5617da425c62cf00118231b8,1,train,41.0,,True,False,0,False,,,train,0.0,3.0,6.0,1.0,1.0,5617da425c62cf00118231b8,False
54,5617da425c62cf00118231b8,1,trout,27.0,,True,False,0,False,,,trout,0.0,-3.0,4.0,1.0,0.0,5617da425c62cf00118231b8,False
55,5617da425c62cf00118231b8,1,tulip,53.0,,True,False,0,False,,,tulip,1.0,2.0,8.0,1.0,1.0,5617da425c62cf00118231b8,False
56,5617da425c62cf00118231b8,1,wasp,28.0,,True,False,0,False,,,wasp,0.0,-2.0,4.0,1.0,0.0,5617da425c62cf00118231b8,False
57,5617da425c62cf00118231b8,1,waterfall,39.0,,True,False,0,False,,,waterfall,0.0,1.0,6.0,1.0,0.0,5617da425c62cf00118231b8,False
58,5617da425c62cf00118231b8,2,anteater,50.0,,True,False,0,False,,,anteater,3.0,-1.0,16.0,2.0,1.0,5617da425c62cf00118231b8,False
59,5617da425c62cf00118231b8,2,badge,3.0,,True,False,0,False,,,badge,1.0,-4.0,9.0,2.0,1.0,5617da425c62cf00118231b8,False
60,5617da425c62cf00118231b8,2,bear,37.0,7.0,True,True,0,False,,,bear,2.0,2.0,14.0,2.0,0.0,5617da425c62cf00118231b8,True
61,5617da425c62cf00118231b8,2,book,,9.0,False,True,0,True,1.0,9.0,book,3.0,0.0,2.0,1.0,0.0,5617da425c62cf00118231b8,False
62,5617da425c62cf00118231b8,2,boot,13.0,,True,False,0,False,,,boot,3.0,-1.0,10.0,2.0,1.0,5617da425c62cf00118231b8,False
63,5617da425c62cf00118231b8,2,bracelet,9.0,,True,False,0,False,,,bracelet,3.0,2.0,10.0,2.0,1.0,5617da425c62cf00118231b8,False
64,5617da425c62cf00118231b8,2,bunny,23.0,,True,False,0,False,,,bunny,2.0,2.0,12.0,2.0,1.0,5617da425c62cf00118231b8,False
65,5617da425c62cf00118231b8,2,castle,34.0,,True,False,0,False,,,castle,0.0,-1.0,13.0,2.0,1.0,5617da425c62cf00118231b8,False
66,5617da425c62cf00118231b8,2,cave,47.0,,True,False,0,False,,,cave,1.0,3.0,15.0,2.0,1.0,5617da425c62cf00118231b8,False
67,5617da425c62cf00118231b8,2,drawer,5.0,,True,False,0,False,,,drawer,1.0,-2.0,9.0,2.0,1.0,5617da425c62cf00118231b8,False
68,5617da425c62cf00118231b8,2,emu,18.0,,True,False,0,False,,,emu,0.0,-3.0,11.0,2.0,0.0,5617da425c62cf00118231b8,False
69,5617da425c62cf00118231b8,2,flea,54.0,6.0,True,True,0,False,,,flea,3.0,3.0,16.0,2.0,1.0,5617da425c62cf00118231b8,True
70,5617da425c62cf00118231b8,2,flute,51.0,,True,False,0,False,,,flute,3.0,0.0,16.0,2.0,0.0,5617da425c62cf00118231b8,False
71,5617da425c62cf00118231b8,2,fort,49.0,,True,False,0,False,,,fort,1.0,-2.0,15.0,2.0,1.0,5617da425c62cf00118231b8,False
72,5617da425c62cf00118231b8,2,fox,11.0,,True,False,0,False,,,fox,3.0,-3.0,10.0,2.0,1.0,5617da425c62cf00118231b8,False
73,5617da425c62cf00118231b8,2,fridge,15.0,,True,False,0,False,,,fridge,0.0,1.0,11.0,2.0,0.0,5617da425c62cf00118231b8,False
74,5617da425c62cf00118231b8,2,funnel,42.0,,True,False,0,False,,,funnel,2.0,-2.0,14.0,2.0,1.0,5617da425c62cf00118231b8,False
75,5617da425c62cf00118231b8,2,headphones,38.0,,True,False,0,False,,,headphones,2.0,3.0,14.0,2.0,0.0,5617da425c62cf00118231b8,False
76,5617da425c62cf00118231b8,2,jet,22.0,,True,False,0,False,,,jet,2.0,1.0,12.0,2.0,0.0,5617da425c62cf00118231b8,False
77,5617da425c62cf00118231b8,2,labrador,44.0,,True,False,0,False,,,labrador,1.0,0.0,15.0,2.0,0.0,5617da425c62cf00118231b8,False
78,5617da425c62cf00118231b8,2,lace,26.0,,True,False,0,False,,,lace,2.0,-1.0,12.0,2.0,1.0,5617da425c62cf00118231b8,False
79,5617da425c62cf00118231b8,2,leaf,40.0,,True,False,0,False,,,leaf,2.0,-4.0,14.0,2.0,1.0,5617da425c62cf00118231b8,False
80,5617da425c62cf00118231b8,2,lipstick,20.0,,True,False,0,False,,,lipstick,0.0,-1.0,11.0,2.0,1.0,5617da425c62cf00118231b8,False
81,5617da425c62cf00118231b8,2,marker,31.0,,True,False,0,False,,,marker,0.0,4.0,13.0,2.0,1.0,5617da425c62cf00118231b8,False
82,5617da425c62cf00118231b8,2,meadow,27.0,,True,False,0,False,,,meadow,0.0,0.0,13.0,2.0,0.0,5617da425c62cf00118231b8,False
83,5617da425c62cf00118231b8,2,moon,52.0,,True,False,0,False,,,moon,3.0,1.0,16.0,2.0,1.0,5617da425c62cf00118231b8,False
84,5617da425c62cf00118231b8,2,moth,53.0,,True,False,0,False,,,moth,3.0,2.0,16.0,2.0,1.0,5617da425c62cf00118231b8,False
85,5617da425c62cf00118231b8,2,nectarine,16.0,,True,False,0,False,,,nectarine,0.0,2.0,11.0,2.0,1.0,5617da425c62cf00118231b8,False
86,5617da425c62cf00118231b8,2,nose,,8.0,False,True,0,True,,,nose,3.0,1.0,28.0,4.0,1.0,5617da425c62cf00118231b8,False
87,5617da425c62cf00118231b8,2,orchid,36.0,,True,False,0,False,,,orchid,2.0,1.0,14.0,2.0,1.0,5617da425c62cf00118231b8,False
88,5617da425c62cf00118231b8,2,oyster,10.0,,True,False,0,False,,,oyster,3.0,3.0,10.0,2.0,0.0,5617da425c62cf00118231b8,False
89,5617da425c62cf00118231b8,2,pelican,8.0,,True,False,0,False,,,pelican,3.0,1.0,10.0,2.0,0.0,5617da425c62cf00118231b8,False
90,5617da425c62cf00118231b8,2,phone,55.0,,True,False,0,False,,,phone,3.0,4.0,16.0,2.0,1.0,5617da425c62cf00118231b8,False
91,5617da425c62cf00118231b8,2,puppy,32.0,,True,False,0,False,,,puppy,0.0,-3.0,13.0,2.0,0.0,5617da425c62cf00118231b8,False
92,5617da425c62cf00118231b8,2,rabbit,56.0,5.0,True,True,0,False,,,rabbit,3.0,-3.0,16.0,2.0,1.0,5617da425c62cf00118231b8,True
93,5617da425c62cf00118231b8,2,reef,6.0,,True,False,0,False,,,reef,1.0,-1.0,9.0,2.0,1.0,5617da425c62cf00118231b8,False
94,5617da425c62cf00118231b8,2,sail,25.0,,True,False,0,False,,,sail,2.0,-2.0,12.0,2.0,1.0,5617da425c62cf00118231b8,False
95,5617da425c62cf00118231b8,2,scarf,24.0,,True,False,0,False,,,scarf,2.0,3.0,12.0,2.0,1.0,5617da425c62cf00118231b8,False
96,5617da425c62cf00118231b8,2,scooter,17.0,,True,False,0,False,,,scooter,0.0,3.0,11.0,2.0,1.0,5617da425c62cf00118231b8,False
97,5617da425c62cf00118231b8,2,seal,29.0,3.0,True,True,0,False,,,seal,0.0,2.0,13.0,2.0,1.0,5617da425c62cf00118231b8,True
98,5617da425c62cf00118231b8,2,seat,33.0,,True,False,0,False,,,seat,0.0,-2.0,13.0,2.0,1.0,5617da425c62cf00118231b8,False
99,5617da425c62cf00118231b8,2,shark,21.0,,True,False,0,False,,,shark,2.0,0.0,12.0,2.0,0.0,5617da425c62cf00118231b8,False
100,5617da425c62cf00118231b8,2,shoe,35.0,,True,False,0,False,,,shoe,2.0,0.0,14.0,2.0,0.0,5617da425c62cf00118231b8,False
101,5617da425c62cf00118231b8,2,shrimp,,4.0,False,True,0,True,,,shrimp,1.0,2.0,17.0,3.0,1.0,5617da425c62cf00118231b8,False
102,5617da425c62cf00118231b8,2,skate,39.0,,True,False,0,False,,,skate,2.0,4.0,14.0,2.0,0.0,5617da425c62cf00118231b8,False
103,5617da425c62cf00118231b8,2,soap,2.0,,True,False,0,False,,,soap,1.0,-5.0,9.0,2.0,1.0,5617da425c62cf00118231b8,False
104,5617da425c62cf00118231b8,2,sticker,48.0,,True,False,0,False,,,sticker,1.0,-3.0,15.0,2.0,1.0,5617da425c62cf00118231b8,False
105,5617da425c62cf00118231b8,2,straw,7.0,,True,False,0,False,,,straw,3.0,0.0,10.0,2.0,0.0,5617da425c62cf00118231b8,False
106,5617da425c62cf00118231b8,2,string,46.0,,True,False,0,False,,,string,1.0,2.0,15.0,2.0,0.0,5617da425c62cf00118231b8,False
107,5617da425c62cf00118231b8,2,swan,45.0,,True,False,0,False,,,swan,1.0,1.0,15.0,2.0,1.0,5617da425c62cf00118231b8,False
108,5617da425c62cf00118231b8,2,sword,4.0,,True,False,0,False,,,sword,1.0,-3.0,9.0,2.0,1.0,5617da425c62cf00118231b8,False
109,5617da425c62cf00118231b8,2,tape,,1.0,False,True,0,True,,,tape,2.0,0.0,31.0,4.0,0.0,5617da425c62cf00118231b8,False
110,5617da425c62cf00118231b8,2,tent,41.0,,True,False,0,False,,,tent,2.0,-3.0,14.0,2.0,1.0,5617da425c62cf00118231b8,False
111,5617da425c62cf00118231b8,2,tooth,43.0,,True,False,0,False,,,tooth,1.0,-1.0,15.0,2.0,1.0,5617da425c62cf00118231b8,False
112,5617da425c62cf00118231b8,2,tray,30.0,,True,False,0,False,,,tray,0.0,3.0,13.0,2.0,0.0,5617da425c62cf00118231b8,False
113,5617da425c62cf00118231b8,2,tundra,28.0,,True,False,0,False,,,tundra,0.0,1.0,13.0,2.0,1.0,5617da425c62cf00118231b8,False
114,5617da425c62cf00118231b8,2,van,14.0,,True,False,0,False,,,van,0.0,0.0,11.0,2.0,0.0,5617da425c62cf00118231b8,False
115,5617da425c62cf00118231b8,2,vulture,19.0,2.0,True,True,0,False,,,vulture,0.0,-2.0,11.0,2.0,1.0,5617da425c62cf00118231b8,True
116,5617da425c62cf00118231b8,2,world,12.0,,True,False,0,False,,,world,3.0,-2.0,10.0,2.0,0.0,5617da425c62cf00118231b8,False
117,5617da425c62cf00118231b8,2,yacht,1.0,,True,False,0,False,,,yacht,1.0,6.0,9.0,2.0,1.0,5617da425c62cf00118231b8,False
118,5617da425c62cf00118231b8,3,ape,26.0,,True,False,0,False,,,ape,2.0,3.0,20.0,3.0,0.0,5617da425c62cf00118231b8,False
119,5617da425c62cf00118231b8,3,ark,4.0,,True,False,0,False,,,ark,1.0,1.0,17.0,3.0,1.0,5617da425c62cf00118231b8,False
120,5617da425c62cf00118231b8,3,bat,42.0,,True,False,0,False,,,bat,2.0,-1.0,22.0,3.0,0.0,5617da425c62cf00118231b8,False
121,5617da425c62cf00118231b8,3,bean,20.0,,True,False,0,False,,,bean,1.0,3.0,19.0,3.0,1.0,5617da425c62cf00118231b8,False
122,5617da425c62cf00118231b8,3,bison,3.0,,True,False,0,False,,,bison,1.0,0.0,17.0,3.0,0.0,5617da425c62cf00118231b8,False
123,5617da425c62cf00118231b8,3,boy,,11.0,False,True,0,True,1.0,32.0,boy,2.0,2.0,5.0,1.0,1.0,5617da425c62cf00118231b8,False
124,5617da425c62cf00118231b8,3,broom,48.0,,True,False,0,False,,,broom,0.0,-3.0,23.0,3.0,1.0,5617da425c62cf00118231b8,False
125,5617da425c62cf00118231b8,3,bull,6.0,,True,False,0,False,,,bull,1.0,-2.0,17.0,3.0,1.0,5617da425c62cf00118231b8,False
126,5617da425c62cf00118231b8,3,bun,49.0,,True,False,0,False,,,bun,0.0,-2.0,23.0,3.0,0.0,5617da425c62cf00118231b8,False
127,5617da425c62cf00118231b8,3,carrot,25.0,,True,False,0,False,,,carrot,2.0,2.0,20.0,3.0,1.0,5617da425c62cf00118231b8,False
128,5617da425c62cf00118231b8,3,chair,44.0,,True,False,0,False,,,chair,0.0,1.0,23.0,3.0,0.0,5617da425c62cf00118231b8,False
129,5617da425c62cf00118231b8,3,chimp,29.0,,True,False,0,False,,,chimp,2.0,-1.0,20.0,3.0,1.0,5617da425c62cf00118231b8,False
130,5617da425c62cf00118231b8,3,clam,9.0,,True,False,0,False,,,clam,0.0,1.0,18.0,3.0,0.0,5617da425c62cf00118231b8,False
131,5617da425c62cf00118231b8,3,cookie,11.0,,True,False,0,False,,,cookie,0.0,3.0,18.0,3.0,1.0,5617da425c62cf00118231b8,False
132,5617da425c62cf00118231b8,3,corn,17.0,,True,False,0,False,,,corn,1.0,0.0,19.0,3.0,0.0,5617da425c62cf00118231b8,False
133,5617da425c62cf00118231b8,3,crocodile,33.0,,True,False,0,False,,,crocodile,3.0,3.0,21.0,3.0,1.0,5617da425c62cf00118231b8,False
134,5617da425c62cf00118231b8,3,crow,,8.0,False,True,0,True,1.0,54.0,crow,1.0,3.0,8.0,1.0,1.0,5617da425c62cf00118231b8,False
135,5617da425c62cf00118231b8,3,crown,38.0,,True,False,0,False,,,crown,2.0,1.0,22.0,3.0,1.0,5617da425c62cf00118231b8,False
136,5617da425c62cf00118231b8,3,dollar,37.0,,True,False,0,False,,,dollar,2.0,0.0,22.0,3.0,0.0,5617da425c62cf00118231b8,False
137,5617da425c62cf00118231b8,3,elephant,35.0,,True,False,0,False,,,elephant,3.0,-2.0,21.0,3.0,1.0,5617da425c62cf00118231b8,False
138,5617da425c62cf00118231b8,3,flea,,7.0,False,True,0,True,2.0,54.0,flea,3.0,3.0,16.0,2.0,1.0,5617da425c62cf00118231b8,False
139,5617da425c62cf00118231b8,3,fly,34.0,,True,False,0,False,,,fly,3.0,-3.0,21.0,3.0,1.0,5617da425c62cf00118231b8,False
140,5617da425c62cf00118231b8,3,gerbil,51.0,,True,False,0,False,,,gerbil,3.0,0.0,24.0,3.0,0.0,5617da425c62cf00118231b8,False
141,5617da425c62cf00118231b8,3,girl,,10.0,False,True,0,True,1.0,51.0,girl,1.0,0.0,8.0,1.0,0.0,5617da425c62cf00118231b8,False
142,5617da425c62cf00118231b8,3,gorilla,54.0,2.0,True,True,0,False,,,gorilla,3.0,3.0,24.0,3.0,1.0,5617da425c62cf00118231b8,True
143,5617da425c62cf00118231b8,3,grapefruit,30.0,,True,False,0,False,,,grapefruit,3.0,0.0,21.0,3.0,0.0,5617da425c62cf00118231b8,False
144,5617da425c62cf00118231b8,3,grizzly,24.0,,True,False,0,False,,,grizzly,2.0,1.0,20.0,3.0,0.0,5617da425c62cf00118231b8,False
145,5617da425c62cf00118231b8,3,hat,21.0,,True,False,0,False,,,hat,1.0,-2.0,19.0,3.0,0.0,5617da425c62cf00118231b8,False
146,5617da425c62cf00118231b8,3,hawk,45.0,,True,False,0,False,,,hawk,0.0,2.0,23.0,3.0,0.0,5617da425c62cf00118231b8,False
147,5617da425c62cf00118231b8,3,highway,53.0,,True,False,0,False,,,highway,3.0,2.0,24.0,3.0,0.0,5617da425c62cf00118231b8,False
148,5617da425c62cf00118231b8,3,hound,14.0,,True,False,0,False,,,hound,0.0,-3.0,18.0,3.0,1.0,5617da425c62cf00118231b8,False
149,5617da425c62cf00118231b8,3,house,7.0,1.0,True,True,0,False,,,house,1.0,-1.0,17.0,3.0,1.0,5617da425c62cf00118231b8,True
150,5617da425c62cf00118231b8,3,house,7.0,4.0,False,True,1,False,,,house,1.0,-1.0,17.0,3.0,1.0,5617da425c62cf00118231b8,False
151,5617da425c62cf00118231b8,3,jar,41.0,,True,False,0,False,,,jar,2.0,-2.0,22.0,3.0,1.0,5617da425c62cf00118231b8,False
152,5617da425c62cf00118231b8,3,key,50.0,3.0,True,True,0,False,,,key,0.0,-1.0,23.0,3.0,0.0,5617da425c62cf00118231b8,True
153,5617da425c62cf00118231b8,3,key,50.0,6.0,False,True,1,False,,,key,0.0,-1.0,23.0,3.0,0.0,5617da425c62cf00118231b8,False
154,5617da425c62cf00118231b8,3,lemon,36.0,,True,False,0,False,,,lemon,3.0,-1.0,21.0,3.0,1.0,5617da425c62cf00118231b8,False
155,5617da425c62cf00118231b8,3,lime,10.0,,True,False,0,False,,,lime,0.0,2.0,18.0,3.0,0.0,5617da425c62cf00118231b8,False
156,5617da425c62cf00118231b8,3,mesa,43.0,,True,False,0,False,,,mesa,0.0,0.0,23.0,3.0,0.0,5617da425c62cf00118231b8,False
157,5617da425c62cf00118231b8,3,mite,12.0,,True,False,0,False,,,mite,0.0,4.0,18.0,3.0,1.0,5617da425c62cf00118231b8,False
158,5617da425c62cf00118231b8,3,muffin,56.0,,True,False,0,False,,,muffin,3.0,-1.0,24.0,3.0,1.0,5617da425c62cf00118231b8,False
159,5617da425c62cf00118231b8,3,note,32.0,,True,False,0,False,,,note,3.0,2.0,21.0,3.0,0.0,5617da425c62cf00118231b8,False
160,5617da425c62cf00118231b8,3,orange,39.0,,True,False,0,False,,,orange,2.0,2.0,22.0,3.0,0.0,5617da425c62cf00118231b8,False
161,5617da425c62cf00118231b8,3,ostrich,46.0,,True,False,0,False,,,ostrich,0.0,3.0,23.0,3.0,1.0,5617da425c62cf00118231b8,False
162,5617da425c62cf00118231b8,3,pearl,23.0,,True,False,0,False,,,pearl,2.0,0.0,20.0,3.0,0.0,5617da425c62cf00118231b8,False
163,5617da425c62cf00118231b8,3,piano,18.0,,True,False,0,False,,,piano,1.0,1.0,19.0,3.0,1.0,5617da425c62cf00118231b8,False
164,5617da425c62cf00118231b8,3,pig,19.0,,True,False,0,False,,,pig,1.0,2.0,19.0,3.0,0.0,5617da425c62cf00118231b8,False
165,5617da425c62cf00118231b8,3,pineapple,47.0,,True,False,0,False,,,pineapple,0.0,4.0,23.0,3.0,1.0,5617da425c62cf00118231b8,False
166,5617da425c62cf00118231b8,3,pitbull,8.0,,True,False,0,False,,,pitbull,0.0,0.0,18.0,3.0,0.0,5617da425c62cf00118231b8,False
167,5617da425c62cf00118231b8,3,plum,27.0,,True,False,0,False,,,plum,2.0,-3.0,20.0,3.0,1.0,5617da425c62cf00118231b8,False
168,5617da425c62cf00118231b8,3,pond,40.0,,True,False,0,False,,,pond,2.0,3.0,22.0,3.0,0.0,5617da425c62cf00118231b8,False
169,5617da425c62cf00118231b8,3,rake,1.0,,True,False,0,False,,,rake,1.0,-2.0,17.0,3.0,1.0,5617da425c62cf00118231b8,False
170,5617da425c62cf00118231b8,3,sauna,28.0,,True,False,0,False,,,sauna,2.0,-2.0,20.0,3.0,1.0,5617da425c62cf00118231b8,False
171,5617da425c62cf00118231b8,3,shed,15.0,,True,False,0,False,,,shed,1.0,-2.0,19.0,3.0,1.0,5617da425c62cf00118231b8,False
172,5617da425c62cf00118231b8,3,shrimp,5.0,,True,False,0,False,,,shrimp,1.0,2.0,17.0,3.0,1.0,5617da425c62cf00118231b8,False
173,5617da425c62cf00118231b8,3,sink,55.0,,True,False,0,False,,,sink,3.0,-2.0,24.0,3.0,0.0,5617da425c62cf00118231b8,False
174,5617da425c62cf00118231b8,3,stairs,31.0,,True,False,0,False,,,stairs,3.0,1.0,21.0,3.0,1.0,5617da425c62cf00118231b8,False
175,5617da425c62cf00118231b8,3,tiger,13.0,5.0,True,True,0,False,,,tiger,0.0,-4.0,18.0,3.0,1.0,5617da425c62cf00118231b8,True
176,5617da425c62cf00118231b8,3,toenail,52.0,,True,False,0,False,,,toenail,3.0,1.0,24.0,3.0,0.0,5617da425c62cf00118231b8,False
177,5617da425c62cf00118231b8,3,wall,2.0,,True,False,0,False,,,wall,1.0,-1.0,17.0,3.0,1.0,5617da425c62cf00118231b8,False
178,5617da425c62cf00118231b8,3,woman,22.0,9.0,True,True,0,False,,,woman,1.0,-1.0,19.0,3.0,1.0,5617da425c62cf00118231b8,True
179,5617da425c62cf00118231b8,3,worm,16.0,,True,False,0,False,,,worm,1.0,-1.0,19.0,3.0,1.0,5617da425c62cf00118231b8,False
