,subject,list,item,input,output,study,recall,repeat,intrusion,prior_list,prior_input,word,corr_rule_numeric,rel_subj_boundary,block,run,points,sona_id
186,5e1f7b2a4c9b832b34e7c9d3,4,quarter,16.0,,True,False,0,False,,,quarter,1.0,1.0,27.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
187,5e1f7b2a4c9b832b34e7c9d3,4,hawk,17.0,9.0,True,True,0,False,,,hawk,1.0,2.0,27.0,4.0,0.0,5e1f7b2a4c9b832b34e7c9d3
188,5e1f7b2a4c9b832b34e7c9d3,4,cage,18.0,,True,False,0,False,,,cage,1.0,3.0,27.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
189,5e1f7b2a4c9b832b34e7c9d3,4,leaf,19.0,,True,False,0,False,,,leaf,1.0,-2.0,27.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
190,5e1f7b2a4c9b832b34e7c9d3,4,tent,20.0,,True,False,0,False,,,tent,1.0,-1.0,27.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
191,5e1f7b2a4c9b832b34e7c9d3,4,building,21.0,,True,False,0,False,,,building,2.0,0.0,28.0,4.0,0.0,5e1f7b2a4c9b832b34e7c9d3
192,5e1f7b2a4c9b832b34e7c9d3,4,toenail,22.0,,True,False,0,False,,,toenail,2.0,1.0,28.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
193,5e1f7b2a4c9b832b34e7c9d3,4,napkin,23.0,,True,False,0,False,,,napkin,2.0,2.0,28.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
194,5e1f7b2a4c9b832b34e7c9d3,4,laptop,24.0,7.0,True,True,0,False,,,laptop,2.0,3.0,28.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
195,5e1f7b2a4c9b832b34e7c9d3,4,aspen,25.0,,True,False,0,False,,,aspen,2.0,4.0,28.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
196,5e1f7b2a4c9b832b34e7c9d3,4,van,26.0,1.0,True,True,0,False,,,van,2.0,-3.0,28.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
197,5e1f7b2a4c9b832b34e7c9d3,4,peacock,27.0,,True,False,0,False,,,peacock,2.0,-2.0,28.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
198,5e1f7b2a4c9b832b34e7c9d3,4,dam,28.0,,True,False,0,False,,,dam,2.0,-1.0,28.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
199,5e1f7b2a4c9b832b34e7c9d3,4,duck,29.0,,True,False,0,False,,,duck,1.0,0.0,29.0,4.0,0.0,5e1f7b2a4c9b832b34e7c9d3
200,5e1f7b2a4c9b832b34e7c9d3,4,land,30.0,,True,False,0,False,,,land,1.0,1.0,29.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
201,5e1f7b2a4c9b832b34e7c9d3,4,notebook,31.0,,True,False,0,False,,,notebook,1.0,2.0,29.0,4.0,0.0,5e1f7b2a4c9b832b34e7c9d3
202,5e1f7b2a4c9b832b34e7c9d3,4,flea,32.0,,True,False,0,False,,,flea,1.0,3.0,29.0,4.0,0.0,5e1f7b2a4c9b832b34e7c9d3
203,5e1f7b2a4c9b832b34e7c9d3,4,office,33.0,,True,False,0,False,,,office,1.0,-3.0,29.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
204,5e1f7b2a4c9b832b34e7c9d3,4,cord,34.0,,True,False,0,False,,,cord,1.0,-2.0,29.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
205,5e1f7b2a4c9b832b34e7c9d3,4,cigarette,35.0,,True,False,0,False,,,cigarette,1.0,-1.0,29.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
206,5e1f7b2a4c9b832b34e7c9d3,4,acorn,36.0,,True,False,0,False,,,acorn,2.0,0.0,30.0,4.0,0.0,5e1f7b2a4c9b832b34e7c9d3
207,5e1f7b2a4c9b832b34e7c9d3,4,escalator,37.0,,True,False,0,False,,,escalator,2.0,1.0,30.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
208,5e1f7b2a4c9b832b34e7c9d3,4,hangar,38.0,,True,False,0,False,,,hangar,2.0,2.0,30.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
209,5e1f7b2a4c9b832b34e7c9d3,4,sky,39.0,,True,False,0,False,,,sky,2.0,3.0,30.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
210,5e1f7b2a4c9b832b34e7c9d3,4,roof,40.0,2.0,True,True,0,False,,,roof,2.0,-3.0,30.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
211,5e1f7b2a4c9b832b34e7c9d3,4,worm,41.0,,True,False,0,False,,,worm,2.0,-2.0,30.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
212,5e1f7b2a4c9b832b34e7c9d3,4,seal,42.0,,True,False,0,False,,,seal,2.0,-1.0,30.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
213,5e1f7b2a4c9b832b34e7c9d3,4,emu,43.0,,True,False,0,False,,,emu,0.0,0.0,31.0,4.0,0.0,5e1f7b2a4c9b832b34e7c9d3
214,5e1f7b2a4c9b832b34e7c9d3,4,ship,44.0,,True,False,0,False,,,ship,0.0,1.0,31.0,4.0,0.0,5e1f7b2a4c9b832b34e7c9d3
215,5e1f7b2a4c9b832b34e7c9d3,4,tablet,45.0,,True,False,0,False,,,tablet,0.0,2.0,31.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
216,5e1f7b2a4c9b832b34e7c9d3,4,burger,46.0,,True,False,0,False,,,burger,0.0,3.0,31.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
217,5e1f7b2a4c9b832b34e7c9d3,4,tooth,47.0,,True,False,0,False,,,tooth,0.0,-3.0,31.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
218,5e1f7b2a4c9b832b34e7c9d3,4,safe,48.0,,True,False,0,False,,,safe,0.0,-2.0,31.0,4.0,0.0,5e1f7b2a4c9b832b34e7c9d3
219,5e1f7b2a4c9b832b34e7c9d3,4,lamb,49.0,5.0,True,True,0,False,,,lamb,0.0,-1.0,31.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
220,5e1f7b2a4c9b832b34e7c9d3,4,road,50.0,,True,False,0,False,,,road,3.0,0.0,32.0,4.0,0.0,5e1f7b2a4c9b832b34e7c9d3
221,5e1f7b2a4c9b832b34e7c9d3,4,almond,51.0,,True,False,0,False,,,almond,3.0,1.0,32.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
222,5e1f7b2a4c9b832b34e7c9d3,4,cliff,52.0,10.0,True,True,0,False,,,cliff,3.0,2.0,32.0,4.0,0.0,5e1f7b2a4c9b832b34e7c9d3
223,5e1f7b2a4c9b832b34e7c9d3,4,highway,53.0,,True,False,0,False,,,highway,3.0,3.0,32.0,4.0,0.0,5e1f7b2a4c9b832b34e7c9d3
224,5e1f7b2a4c9b832b34e7c9d3,4,yacht,54.0,11.0,True,True,0,False,,,yacht,3.0,4.0,32.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
225,5e1f7b2a4c9b832b34e7c9d3,4,hammer,55.0,,True,False,0,False,,,hammer,3.0,5.0,32.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
226,5e1f7b2a4c9b832b34e7c9d3,4,tuna,56.0,3.0,True,True,0,False,,,tuna,3.0,6.0,32.0,4.0,1.0,5e1f7b2a4c9b832b34e7c9d3
227,5e1f7b2a4c9b832b34e7c9d3,4,sheep,,4.0,False,True,0,True,2.0,19.0,sheep,0.0,2.0,11.0,2.0,0.0,5e1f7b2a4c9b832b34e7c9d3
0,5e5410f5be932e06384a03ec,1,stairs,1.0,,True,False,0,False,,,stairs,1.0,0.0,1.0,1.0,0.0,5e5410f5be932e06384a03ec
1,5e5410f5be932e06384a03ec,1,sky,2.0,6.0,True,True,0,False,,,sky,1.0,1.0,1.0,1.0,0.0,5e5410f5be932e06384a03ec
2,5e5410f5be932e06384a03ec,1,meadow,3.0,3.0,True,True,0,False,,,meadow,1.0,2.0,1.0,1.0,1.0,5e5410f5be932e06384a03ec
3,5e5410f5be932e06384a03ec,1,hat,4.0,,True,False,0,False,,,hat,1.0,3.0,1.0,1.0,1.0,5e5410f5be932e06384a03ec
4,5e5410f5be932e06384a03ec,1,bull,5.0,,True,False,0,False,,,bull,1.0,-2.0,1.0,1.0,1.0,5e5410f5be932e06384a03ec
5,5e5410f5be932e06384a03ec,1,dock,6.0,1.0,True,True,0,False,,,dock,1.0,-1.0,1.0,1.0,0.0,5e5410f5be932e06384a03ec
6,5e5410f5be932e06384a03ec,1,moth,7.0,,True,False,0,False,,,moth,2.0,0.0,2.0,1.0,0.0,5e5410f5be932e06384a03ec
7,5e5410f5be932e06384a03ec,1,worm,8.0,,True,False,0,False,,,worm,2.0,1.0,2.0,1.0,1.0,5e5410f5be932e06384a03ec
8,5e5410f5be932e06384a03ec,1,almond,9.0,,True,False,0,False,,,almond,2.0,2.0,2.0,1.0,1.0,5e5410f5be932e06384a03ec
9,5e5410f5be932e06384a03ec,1,bun,10.0,,True,False,0,False,,,bun,2.0,3.0,2.0,1.0,0.0,5e5410f5be932e06384a03ec
10,5e5410f5be932e06384a03ec,1,staple,11.0,,True,False,0,False,,,staple,2.0,4.0,2.0,1.0,1.0,5e5410f5be932e06384a03ec
11,5e5410f5be932e06384a03ec,1,toe,12.0,,True,False,0,False,,,toe,2.0,-4.0,2.0,1.0,1.0,5e5410f5be932e06384a03ec
12,5e5410f5be932e06384a03ec,1,office,13.0,,True,False,0,False,,,office,2.0,-3.0,2.0,1.0,1.0,5e5410f5be932e06384a03ec
13,5e5410f5be932e06384a03ec,1,drawer,14.0,,True,False,0,False,,,drawer,2.0,-2.0,2.0,1.0,1.0,5e5410f5be932e06384a03ec
14,5e5410f5be932e06384a03ec,1,goat,15.0,,True,False,0,False,,,goat,0.0,-1.0,3.0,1.0,1.0,5e5410f5be932e06384a03ec
15,5e5410f5be932e06384a03ec,1,sword,16.0,,True,False,0,False,,,sword,0.0,0.0,3.0,1.0,0.0,5e5410f5be932e06384a03ec
16,5e5410f5be932e06384a03ec,1,scarf,17.0,,True,False,0,False,,,scarf,0.0,1.0,3.0,1.0,0.0,5e5410f5be932e06384a03ec
17,5e5410f5be932e06384a03ec,1,nickel,18.0,5.0,True,True,0,False,,,nickel,0.0,2.0,3.0,1.0,1.0,5e5410f5be932e06384a03ec
18,5e5410f5be932e06384a03ec,1,dollar,19.0,,True,False,0,False,,,dollar,0.0,-2.0,3.0,1.0,1.0,5e5410f5be932e06384a03ec
19,5e5410f5be932e06384a03ec,1,seal,20.0,,True,False,0,False,,,seal,0.0,-1.0,3.0,1.0,0.0,5e5410f5be932e06384a03ec
20,5e5410f5be932e06384a03ec,1,rug,21.0,,True,False,0,False,,,rug,3.0,0.0,4.0,1.0,0.0,5e5410f5be932e06384a03ec
21,5e5410f5be932e06384a03ec,1,gate,22.0,,True,False,0,False,,,gate,3.0,1.0,4.0,1.0,1.0,5e5410f5be932e06384a03ec
22,5e5410f5be932e06384a03ec,1,napkin,23.0,,True,False,0,False,,,napkin,3.0,2.0,4.0,1.0,0.0,5e5410f5be932e06384a03ec
23,5e5410f5be932e06384a03ec,1,crab,24.0,,True,False,0,False,,,crab,3.0,3.0,4.0,1.0,0.0,5e5410f5be932e06384a03ec
24,5e5410f5be932e06384a03ec,1,duck,25.0,,True,False,0,False,,,duck,3.0,4.0,4.0,1.0,1.0,5e5410f5be932e06384a03ec
25,5e5410f5be932e06384a03ec,1,crow,26.0,,True,False,0,False,,,crow,3.0,5.0,4.0,1.0,1.0,5e5410f5be932e06384a03ec
26,5e5410f5be932e06384a03ec,1,screw,27.0,,True,False,0,False,,,screw,3.0,6.0,4.0,1.0,1.0,5e5410f5be932e06384a03ec
27,5e5410f5be932e06384a03ec,1,jeep,28.0,,True,False,0,False,,,jeep,3.0,7.0,4.0,1.0,0.0,5e5410f5be932e06384a03ec
28,5e5410f5be932e06384a03ec,1,tent,29.0,,True,False,0,False,,,tent,0.0,8.0,5.0,1.0,1.0,5e5410f5be932e06384a03ec
29,5e5410f5be932e06384a03ec,1,peacock,30.0,,True,False,0,False,,,peacock,0.0,-7.0,5.0,1.0,1.0,5e5410f5be932e06384a03ec
30,5e5410f5be932e06384a03ec,1,hook,31.0,,True,False,0,False,,,hook,0.0,-6.0,5.0,1.0,1.0,5e5410f5be932e06384a03ec
31,5e5410f5be932e06384a03ec,1,nose,32.0,,True,False,0,False,,,nose,0.0,-5.0,5.0,1.0,1.0,5e5410f5be932e06384a03ec
32,5e5410f5be932e06384a03ec,1,bee,33.0,,True,False,0,False,,,bee,0.0,-4.0,5.0,1.0,1.0,5e5410f5be932e06384a03ec
33,5e5410f5be932e06384a03ec,1,mesa,34.0,,True,False,0,False,,,mesa,0.0,-3.0,5.0,1.0,1.0,5e5410f5be932e06384a03ec
34,5e5410f5be932e06384a03ec,1,hospital,35.0,,True,False,0,False,,,hospital,0.0,-2.0,5.0,1.0,1.0,5e5410f5be932e06384a03ec
35,5e5410f5be932e06384a03ec,1,sail,36.0,,True,False,0,False,,,sail,1.0,-1.0,6.0,1.0,1.0,5e5410f5be932e06384a03ec
36,5e5410f5be932e06384a03ec,1,kangaroo,37.0,,True,False,0,False,,,kangaroo,1.0,0.0,6.0,1.0,0.0,5e5410f5be932e06384a03ec
37,5e5410f5be932e06384a03ec,1,berry,38.0,,True,False,0,False,,,berry,1.0,1.0,6.0,1.0,0.0,5e5410f5be932e06384a03ec
38,5e5410f5be932e06384a03ec,1,map,39.0,,True,False,0,False,,,map,1.0,2.0,6.0,1.0,1.0,5e5410f5be932e06384a03ec
39,5e5410f5be932e06384a03ec,1,sandal,40.0,,True,False,0,False,,,sandal,1.0,3.0,6.0,1.0,1.0,5e5410f5be932e06384a03ec
40,5e5410f5be932e06384a03ec,1,fork,41.0,2.0,True,True,0,False,,,fork,1.0,-2.0,6.0,1.0,1.0,5e5410f5be932e06384a03ec
41,5e5410f5be932e06384a03ec,1,acorn,42.0,9.0,True,True,0,False,,,acorn,1.0,-1.0,6.0,1.0,1.0,5e5410f5be932e06384a03ec
42,5e5410f5be932e06384a03ec,1,glacier,43.0,,True,False,0,False,,,glacier,3.0,0.0,7.0,1.0,0.0,5e5410f5be932e06384a03ec
43,5e5410f5be932e06384a03ec,1,key,44.0,,True,False,0,False,,,key,3.0,1.0,7.0,1.0,1.0,5e5410f5be932e06384a03ec
44,5e5410f5be932e06384a03ec,1,penny,45.0,,True,False,0,False,,,penny,3.0,2.0,7.0,1.0,0.0,5e5410f5be932e06384a03ec
45,5e5410f5be932e06384a03ec,1,library,46.0,,True,False,0,False,,,library,3.0,3.0,7.0,1.0,0.0,5e5410f5be932e06384a03ec
46,5e5410f5be932e06384a03ec,1,finch,47.0,,True,False,0,False,,,finch,3.0,-3.0,7.0,1.0,1.0,5e5410f5be932e06384a03ec
47,5e5410f5be932e06384a03ec,1,quail,48.0,,True,False,0,False,,,quail,3.0,-2.0,7.0,1.0,0.0,5e5410f5be932e06384a03ec
48,5e5410f5be932e06384a03ec,1,trowel,49.0,8.0,True,True,0,False,,,trowel,3.0,-1.0,7.0,1.0,1.0,5e5410f5be932e06384a03ec
49,5e5410f5be932e06384a03ec,1,savanna,50.0,,True,False,0,False,,,savanna,2.0,0.0,8.0,1.0,0.0,5e5410f5be932e06384a03ec
50,5e5410f5be932e06384a03ec,1,oar,51.0,,True,False,0,False,,,oar,2.0,1.0,8.0,1.0,0.0,5e5410f5be932e06384a03ec
51,5e5410f5be932e06384a03ec,1,labrador,52.0,7.0,True,True,0,False,,,labrador,2.0,2.0,8.0,1.0,1.0,5e5410f5be932e06384a03ec
52,5e5410f5be932e06384a03ec,1,peach,53.0,,True,False,0,False,,,peach,2.0,3.0,8.0,1.0,1.0,5e5410f5be932e06384a03ec
53,5e5410f5be932e06384a03ec,1,orchid,54.0,,True,False,0,False,,,orchid,2.0,-3.0,8.0,1.0,1.0,5e5410f5be932e06384a03ec
54,5e5410f5be932e06384a03ec,1,shark,55.0,4.0,True,True,0,False,,,shark,2.0,-2.0,8.0,1.0,1.0,5e5410f5be932e06384a03ec
55,5e5410f5be932e06384a03ec,1,waterfall,56.0,,True,False,0,False,,,waterfall,2.0,-1.0,8.0,1.0,1.0,5e5410f5be932e06384a03ec
56,5e5410f5be932e06384a03ec,2,hangar,1.0,,True,False,0,False,,,hangar,0.0,0.0,9.0,2.0,0.0,5e5410f5be932e06384a03ec
57,5e5410f5be932e06384a03ec,2,bunny,2.0,,True,False,0,False,,,bunny,0.0,1.0,9.0,2.0,0.0,5e5410f5be932e06384a03ec
58,5e5410f5be932e06384a03ec,2,pumpkin,3.0,,True,False,0,False,,,pumpkin,0.0,2.0,9.0,2.0,0.0,5e5410f5be932e06384a03ec
59,5e5410f5be932e06384a03ec,2,city,4.0,,True,False,0,False,,,city,0.0,3.0,9.0,2.0,0.0,5e5410f5be932e06384a03ec
60,5e5410f5be932e06384a03ec,2,store,5.0,,True,False,0,False,,,store,0.0,-3.0,9.0,2.0,1.0,5e5410f5be932e06384a03ec
61,5e5410f5be932e06384a03ec,2,mint,6.0,,True,False,0,False,,,mint,0.0,-2.0,9.0,2.0,0.0,5e5410f5be932e06384a03ec
62,5e5410f5be932e06384a03ec,2,pinecone,7.0,,True,False,0,False,,,pinecone,0.0,-1.0,9.0,2.0,1.0,5e5410f5be932e06384a03ec
63,5e5410f5be932e06384a03ec,2,shield,8.0,,True,False,0,False,,,shield,1.0,0.0,10.0,2.0,0.0,5e5410f5be932e06384a03ec
64,5e5410f5be932e06384a03ec,2,book,9.0,,True,False,0,False,,,book,1.0,1.0,10.0,2.0,0.0,5e5410f5be932e06384a03ec
65,5e5410f5be932e06384a03ec,2,quarter,10.0,,True,False,0,False,,,quarter,1.0,2.0,10.0,2.0,1.0,5e5410f5be932e06384a03ec
66,5e5410f5be932e06384a03ec,2,hamster,11.0,,True,False,0,False,,,hamster,1.0,3.0,10.0,2.0,1.0,5e5410f5be932e06384a03ec
67,5e5410f5be932e06384a03ec,2,ferry,12.0,,True,False,0,False,,,ferry,1.0,4.0,10.0,2.0,1.0,5e5410f5be932e06384a03ec
68,5e5410f5be932e06384a03ec,2,fox,13.0,,True,False,0,False,,,fox,1.0,5.0,10.0,2.0,0.0,5e5410f5be932e06384a03ec
69,5e5410f5be932e06384a03ec,2,gerbil,14.0,,True,False,0,False,,,gerbil,1.0,-4.0,10.0,2.0,1.0,5e5410f5be932e06384a03ec
70,5e5410f5be932e06384a03ec,2,corn,15.0,,True,False,0,False,,,corn,1.0,-3.0,10.0,2.0,1.0,5e5410f5be932e06384a03ec
71,5e5410f5be932e06384a03ec,2,sheep,16.0,,True,False,0,False,,,sheep,3.0,-2.0,11.0,2.0,1.0,5e5410f5be932e06384a03ec
72,5e5410f5be932e06384a03ec,2,woman,17.0,,True,False,0,False,,,woman,3.0,-1.0,11.0,2.0,1.0,5e5410f5be932e06384a03ec
73,5e5410f5be932e06384a03ec,2,toad,18.0,4.0,True,True,0,False,,,toad,3.0,0.0,11.0,2.0,0.0,5e5410f5be932e06384a03ec
74,5e5410f5be932e06384a03ec,2,cigarette,19.0,,True,False,0,False,,,cigarette,3.0,1.0,11.0,2.0,0.0,5e5410f5be932e06384a03ec
75,5e5410f5be932e06384a03ec,2,crocodile,20.0,,True,False,0,False,,,crocodile,3.0,2.0,11.0,2.0,0.0,5e5410f5be932e06384a03ec
76,5e5410f5be932e06384a03ec,2,bowtie,21.0,,True,False,0,False,,,bowtie,3.0,3.0,11.0,2.0,1.0,5e5410f5be932e06384a03ec
77,5e5410f5be932e06384a03ec,2,hornet,22.0,,True,False,0,False,,,hornet,2.0,-3.0,12.0,2.0,1.0,5e5410f5be932e06384a03ec
78,5e5410f5be932e06384a03ec,2,jail,23.0,,True,False,0,False,,,jail,2.0,-2.0,12.0,2.0,1.0,5e5410f5be932e06384a03ec
79,5e5410f5be932e06384a03ec,2,heart,24.0,,True,False,0,False,,,heart,2.0,-1.0,12.0,2.0,1.0,5e5410f5be932e06384a03ec
80,5e5410f5be932e06384a03ec,2,phone,25.0,,True,False,0,False,,,phone,2.0,0.0,12.0,2.0,0.0,5e5410f5be932e06384a03ec
81,5e5410f5be932e06384a03ec,2,cart,26.0,,True,False,0,False,,,cart,2.0,1.0,12.0,2.0,0.0,5e5410f5be932e06384a03ec
82,5e5410f5be932e06384a03ec,2,farm,27.0,3.0,True,True,0,False,,,farm,2.0,-1.0,12.0,2.0,0.0,5e5410f5be932e06384a03ec
83,5e5410f5be932e06384a03ec,2,lice,28.0,,True,False,0,False,,,lice,3.0,0.0,13.0,2.0,0.0,5e5410f5be932e06384a03ec
84,5e5410f5be932e06384a03ec,2,clip,29.0,,True,False,0,False,,,clip,3.0,1.0,13.0,2.0,0.0,5e5410f5be932e06384a03ec
85,5e5410f5be932e06384a03ec,2,harmonica,30.0,,True,False,0,False,,,harmonica,3.0,2.0,13.0,2.0,1.0,5e5410f5be932e06384a03ec
86,5e5410f5be932e06384a03ec,2,cave,31.0,,True,False,0,False,,,cave,3.0,3.0,13.0,2.0,1.0,5e5410f5be932e06384a03ec
87,5e5410f5be932e06384a03ec,2,windmill,32.0,,True,False,0,False,,,windmill,3.0,-3.0,13.0,2.0,0.0,5e5410f5be932e06384a03ec
88,5e5410f5be932e06384a03ec,2,human,33.0,,True,False,0,False,,,human,3.0,-2.0,13.0,2.0,1.0,5e5410f5be932e06384a03ec
89,5e5410f5be932e06384a03ec,2,bean,34.0,,True,False,0,False,,,bean,3.0,-1.0,13.0,2.0,0.0,5e5410f5be932e06384a03ec
90,5e5410f5be932e06384a03ec,2,thumb,35.0,,True,False,0,False,,,thumb,2.0,0.0,14.0,2.0,0.0,5e5410f5be932e06384a03ec
91,5e5410f5be932e06384a03ec,2,chin,36.0,,True,False,0,False,,,chin,2.0,1.0,14.0,2.0,1.0,5e5410f5be932e06384a03ec
92,5e5410f5be932e06384a03ec,2,deer,37.0,,True,False,0,False,,,deer,2.0,2.0,14.0,2.0,1.0,5e5410f5be932e06384a03ec
93,5e5410f5be932e06384a03ec,2,piano,38.0,,True,False,0,False,,,piano,2.0,3.0,14.0,2.0,1.0,5e5410f5be932e06384a03ec
94,5e5410f5be932e06384a03ec,2,tile,39.0,,True,False,0,False,,,tile,2.0,-3.0,14.0,2.0,1.0,5e5410f5be932e06384a03ec
95,5e5410f5be932e06384a03ec,2,cherry,40.0,,True,False,0,False,,,cherry,2.0,-2.0,14.0,2.0,1.0,5e5410f5be932e06384a03ec
96,5e5410f5be932e06384a03ec,2,taco,41.0,,True,False,0,False,,,taco,2.0,-1.0,14.0,2.0,0.0,5e5410f5be932e06384a03ec
97,5e5410f5be932e06384a03ec,2,tape,42.0,,True,False,0,False,,,tape,0.0,0.0,15.0,2.0,0.0,5e5410f5be932e06384a03ec
98,5e5410f5be932e06384a03ec,2,toilet,43.0,,True,False,0,False,,,toilet,0.0,1.0,15.0,2.0,1.0,5e5410f5be932e06384a03ec
99,5e5410f5be932e06384a03ec,2,toast,44.0,,True,False,0,False,,,toast,0.0,2.0,15.0,2.0,0.0,5e5410f5be932e06384a03ec
100,5e5410f5be932e06384a03ec,2,throne,45.0,,True,False,0,False,,,throne,0.0,3.0,15.0,2.0,0.0,5e5410f5be932e06384a03ec
101,5e5410f5be932e06384a03ec,2,horse,46.0,1.0,True,True,0,False,,,horse,0.0,4.0,15.0,2.0,1.0,5e5410f5be932e06384a03ec
102,5e5410f5be932e06384a03ec,2,marker,47.0,,True,False,0,False,,,marker,0.0,5.0,15.0,2.0,1.0,5e5410f5be932e06384a03ec
103,5e5410f5be932e06384a03ec,2,sauna,48.0,5.0,True,True,0,False,,,sauna,0.0,6.0,15.0,2.0,1.0,5e5410f5be932e06384a03ec
104,5e5410f5be932e06384a03ec,2,faucet,49.0,7.0,True,True,0,False,,,faucet,0.0,7.0,15.0,2.0,0.0,5e5410f5be932e06384a03ec
105,5e5410f5be932e06384a03ec,2,shed,50.0,,True,False,0,False,,,shed,1.0,8.0,16.0,2.0,1.0,5e5410f5be932e06384a03ec
106,5e5410f5be932e06384a03ec,2,mite,51.0,6.0,True,True,0,False,,,mite,1.0,9.0,16.0,2.0,1.0,5e5410f5be932e06384a03ec
107,5e5410f5be932e06384a03ec,2,suv,52.0,,True,False,0,False,,,suv,1.0,-8.0,16.0,2.0,1.0,5e5410f5be932e06384a03ec
108,5e5410f5be932e06384a03ec,2,hammer,53.0,,True,False,0,False,,,hammer,1.0,-7.0,16.0,2.0,1.0,5e5410f5be932e06384a03ec
109,5e5410f5be932e06384a03ec,2,soap,54.0,,True,False,0,False,,,soap,1.0,-6.0,16.0,2.0,1.0,5e5410f5be932e06384a03ec
110,5e5410f5be932e06384a03ec,2,chimp,55.0,2.0,True,True,0,False,,,chimp,1.0,-5.0,16.0,2.0,1.0,5e5410f5be932e06384a03ec
111,5e5410f5be932e06384a03ec,2,shell,56.0,,True,False,0,False,,,shell,1.0,-4.0,16.0,2.0,1.0,5e5410f5be932e06384a03ec
112,5e5410f5be932e06384a03ec,3,buffalo,1.0,,True,False,0,False,,,buffalo,2.0,-3.0,17.0,3.0,1.0,5e5410f5be932e06384a03ec
113,5e5410f5be932e06384a03ec,3,canyon,2.0,,True,False,0,False,,,canyon,2.0,-2.0,17.0,3.0,1.0,5e5410f5be932e06384a03ec
114,5e5410f5be932e06384a03ec,3,coin,3.0,,True,False,0,False,,,coin,2.0,-1.0,17.0,3.0,1.0,5e5410f5be932e06384a03ec
115,5e5410f5be932e06384a03ec,3,escalator,4.0,,True,False,0,False,,,escalator,2.0,0.0,17.0,3.0,0.0,5e5410f5be932e06384a03ec
116,5e5410f5be932e06384a03ec,3,pond,5.0,,True,False,0,False,,,pond,2.0,1.0,17.0,3.0,1.0,5e5410f5be932e06384a03ec
117,5e5410f5be932e06384a03ec,3,highway,6.0,,True,False,0,False,,,highway,2.0,2.0,17.0,3.0,1.0,5e5410f5be932e06384a03ec
118,5e5410f5be932e06384a03ec,3,skunk,7.0,,True,False,0,False,,,skunk,2.0,-1.0,17.0,3.0,1.0,5e5410f5be932e06384a03ec
119,5e5410f5be932e06384a03ec,3,seat,8.0,,True,False,0,False,,,seat,3.0,0.0,18.0,3.0,0.0,5e5410f5be932e06384a03ec
120,5e5410f5be932e06384a03ec,3,roof,9.0,,True,False,0,False,,,roof,3.0,1.0,18.0,3.0,0.0,5e5410f5be932e06384a03ec
121,5e5410f5be932e06384a03ec,3,coffin,10.0,,True,False,0,False,,,coffin,3.0,2.0,18.0,3.0,1.0,5e5410f5be932e06384a03ec
122,5e5410f5be932e06384a03ec,3,pitbull,11.0,,True,False,0,False,,,pitbull,3.0,3.0,18.0,3.0,1.0,5e5410f5be932e06384a03ec
123,5e5410f5be932e06384a03ec,3,lip,12.0,,True,False,0,False,,,lip,3.0,4.0,18.0,3.0,1.0,5e5410f5be932e06384a03ec
124,5e5410f5be932e06384a03ec,3,lake,13.0,,True,False,0,False,,,lake,3.0,5.0,18.0,3.0,0.0,5e5410f5be932e06384a03ec
125,5e5410f5be932e06384a03ec,3,boat,14.0,,True,False,0,False,,,boat,3.0,6.0,18.0,3.0,1.0,5e5410f5be932e06384a03ec
126,5e5410f5be932e06384a03ec,3,cloud,15.0,,True,False,0,False,,,cloud,1.0,-6.0,19.0,3.0,1.0,5e5410f5be932e06384a03ec
127,5e5410f5be932e06384a03ec,3,star,16.0,,True,False,0,False,,,star,1.0,-5.0,19.0,3.0,1.0,5e5410f5be932e06384a03ec
